GEOID20,Tot_2016_sen,D_2016_sen,R_2016_sen,Tot_2016_pres,D_2016_pres,R_2016_pres,Tot_2020_pres,D_2020_pres,R_2020_pres,Tot_2018_ltg,D_2018_ltg,R_2018_ltg,Tot_2018_ag,D_2018_ag,R_2018_ag,Tot_2018_gov,D_2018_gov,R_2018_gov,Tot_2018_sen,D_2018_sen,R_2018_sen
32003002483,1344,883,332,1365,929,339,2056,1424,579,1087,795,240,1093,786,254,1093,781,253,1096,803,252
32003002653,1208,386,732,1216,372,767,1495,483,989,1164,384,725,1157,352,756,1170,386,742,1169,369,761
32023000019,1518,400,968,1525,381,1059,2412,728,1634,1649,458,1055,1646,423,1121,1660,451,1080,1661,466,1108
32023000017,976,271,604,986,250,687,1272,390,859,942,270,616,938,244,643,944,265,627,947,271,636
32023000020,520,152,309,526,151,351,1079,327,734,559,162,347,560,145,379,563,144,364,559,154,372
32011000004,138,15,103,138,14,114,195,20,173,112,13,87,112,11,90,112,8,86,111,9,96
32011000001,320,27,270,320,27,272,367,27,335,266,22,213,266,17,225,266,16,223,268,18,236
32003001721,1059,408,608,1072,402,636,1147,469,662,1020,411,588,1021,373,613,1026,415,595,1027,413,596
32003007413,1207,550,563,1230,597,569,1908,1045,828,1197,635,501,1193,611,512,1199,638,512,1203,645,514
32003004381,468,350,70,478,380,76,494,337,147,316,241,51,315,235,53,317,238,48,316,253,45
32003003842,774,504,183,787,507,231,928,599,311,596,396,160,598,385,171,600,401,161,599,405,164
32003003380,463,254,168,471,270,172,583,316,260,385,237,123,385,213,140,389,237,129,389,244,126
32003004651,3,1,2,3,1,2,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
32003003728,1165,519,584,1181,495,644,1278,616,651,1081,501,544,1081,453,583,1093,511,552,1093,520,541
32003003866,277,114,139,282,120,142,341,161,179,262,125,129,258,119,134,261,119,128,262,123,130
32003003364,1357,455,845,1381,503,812,1610,631,942,1215,462,705,1206,428,739,1215,482,709,1220,480,719
32003002711,915,415,406,928,421,452,1203,516,656,806,372,392,806,355,412,809,382,392,808,386,394
32003006471,959,534,333,983,566,359,1386,765,598,805,486,268,795,454,287,802,479,289,806,495,269
32003006475,907,498,331,924,547,326,1282,775,477,734,449,251,735,428,256,737,455,244,737,461,248
32003001303,951,500,372,977,528,396,1390,743,624,889,473,364,891,463,377,902,494,365,900,490,369
32003007713,616,265,296,623,285,296,715,352,350,514,234,240,512,235,255,515,245,254,516,246,252
32007000018,244,37,185,251,42,187,318,76,233,203,43,143,206,41,154,206,38,149,206,41,154
32007000038,168,76,78,169,81,77,224,125,92,148,74,65,148,75,64,148,73,69,148,74,69
32007000015,411,60,290,415,55,315,454,67,376,330,62,232,330,56,247,330,50,245,330,60,254
32003003763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002373,674,353,263,688,363,291,801,424,362,616,343,246,616,327,263,622,340,257,620,338,258
32003005631,523,288,179,538,310,189,613,373,226,422,255,133,421,249,143,425,258,131,425,257,136
32003007332,711,480,156,727,498,189,913,651,242,550,393,119,552,394,128,550,388,118,553,408,119
32003004384,583,431,103,593,445,117,658,490,156,434,318,87,435,314,91,439,324,83,438,331,88
32003006431,760,422,259,781,438,306,916,520,365,606,367,204,609,364,210,612,374,201,610,372,210
32003001631,979,572,301,993,584,358,1143,658,460,736,455,237,729,432,255,741,458,242,743,470,244
32003002464,443,239,174,452,249,184,2111,1189,885,1353,698,586,1351,665,623,1360,697,594,1359,716,596
32003002717,1468,779,566,1494,810,599,1069,724,323,692,483,166,694,470,184,697,471,177,698,482,178
32003007410,949,421,428,964,414,475,1127,538,561,808,398,363,810,365,400,816,396,387,814,401,382
32029000005,895,253,598,900,243,599,1023,299,700,837,266,521,835,206,572,837,239,572,837,240,578
32029000004,394,117,237,398,101,272,444,128,312,365,116,203,361,107,216,365,103,226,365,104,223
32029000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32029000006,597,229,309,601,219,333,642,243,377,505,225,247,504,173,280,509,196,270,510,199,269
32003001679,974,440,466,989,426,476,1090,503,563,859,410,404,861,383,425,864,418,410,864,418,425
32003003372,995,474,454,1016,494,467,1094,557,510,844,436,358,844,413,383,851,454,359,850,449,373
32003001072,213,66,125,219,60,142,259,61,192,180,56,105,180,48,113,181,46,114,180,54,107
32003006488,78,20,51,79,21,50,95,35,56,67,20,40,68,14,47,69,16,40,68,18,42
32003002726,471,75,351,475,71,375,554,82,461,418,71,295,422,60,326,424,69,304,423,66,337
32007000027,308,40,251,310,34,256,424,41,381,279,41,207,278,33,230,278,34,221,278,35,232
32007000022,1197,143,964,1206,147,963,1507,203,1264,993,148,771,995,131,796,996,121,814,999,139,818
32007000026,530,84,416,535,77,427,628,99,514,500,93,358,499,77,392,502,77,403,501,80,408
32003006530,976,466,441,991,477,459,1226,590,619,843,406,399,843,382,412,845,429,389,850,412,404
32003007623,1060,448,522,1088,472,551,1358,662,666,936,470,406,938,444,436,942,474,420,943,482,417
32003007653,717,275,406,723,258,422,900,342,539,673,253,383,677,243,401,681,258,402,681,272,394
32003007704,446,195,220,453,211,214,512,262,237,405,224,164,402,204,181,403,218,171,406,217,173
32003003431,892,442,370,911,447,422,1060,521,526,767,411,304,764,392,325,771,408,317,774,418,315
32003007555,1122,384,637,1137,372,659,1293,446,810,991,366,550,985,326,579,996,349,576,997,375,568
32023000021,1100,308,621,1112,298,758,1427,395,997,953,262,593,952,249,608,956,237,587,955,258,614
32023000014,931,182,624,939,157,678,968,188,754,729,169,469,727,126,524,730,120,552,730,150,536
32023000015,5,2,2,6,1,3,45,15,27,23,8,14,23,8,14,23,7,14,23,7,14
32003006752,780,362,360,788,376,356,1723,855,831,1176,615,499,1175,588,525,1179,614,512,1181,626,512
32003006753,1265,581,580,1281,607,573,1201,629,544,731,376,310,730,364,314,737,380,319,736,379,317
32003005571,771,452,216,792,507,248,1031,650,367,610,388,170,614,381,181,618,394,172,615,399,177
32003005563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001391,1220,614,504,1239,645,504,1591,838,726,1038,593,377,1040,583,394,1041,613,371,1046,626,381
32003007592,719,326,339,730,317,357,989,493,484,597,315,259,597,292,279,598,313,256,599,317,263
32003003908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002382,1258,785,351,1285,827,374,1507,922,551,1011,658,295,1016,657,304,1015,654,294,1019,673,291
32003007672,652,288,312,660,309,312,814,419,374,569,304,242,566,290,243,573,305,246,573,316,238
32003001644,1,0,1,1,0,1,3,1,2,2,1,1,2,1,1,2,1,1,2,1,1
32003005643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003790,888,393,424,906,398,479,991,489,494,844,410,417,841,367,445,850,392,428,852,404,438
32003007500,1329,662,510,1352,694,548,1588,850,699,1074,574,430,1078,575,446,1080,585,435,1081,603,424
32003007726,848,449,329,865,492,323,1421,868,525,666,399,236,669,385,251,676,413,237,673,403,247
32003003540,383,125,229,389,122,245,472,152,309,354,111,217,350,111,218,357,110,224,358,121,225
32003003605,307,88,181,311,91,191,428,101,322,266,80,168,265,64,181,266,75,169,266,70,178
32003004461,846,708,68,872,777,64,1036,910,107,672,588,47,678,606,46,678,597,40,675,600,44
32003001689,752,370,331,773,386,361,968,514,442,684,362,300,682,347,313,685,354,309,686,369,302
32003006694,611,312,254,625,328,263,742,379,348,515,289,201,514,271,210,516,292,203,515,293,199
32003003385,1406,605,753,1424,625,731,1644,801,801,1220,578,599,1221,544,631,1226,607,595,1224,589,608
32003002602,120,44,66,122,44,70,159,56,96,107,42,62,107,39,65,107,40,64,106,40,61
32003005535,452,280,119,463,301,140,502,322,169,339,226,86,337,224,86,341,222,93,339,236,90
32003004605,1221,778,316,1252,825,344,1691,1185,472,1097,775,247,1100,743,276,1107,795,253,1108,806,261
32003005582,757,474,202,777,497,232,916,594,304,521,341,136,517,339,149,522,344,143,523,358,141
32003006644,1156,557,525,1181,598,506,1325,697,607,965,480,433,963,462,454,969,488,449,969,494,451
32011000002,263,34,216,267,26,223,296,42,249,261,41,181,261,35,201,262,26,206,262,33,203
32007000039,108,13,79,109,12,88,119,18,99,72,14,51,73,14,53,73,15,49,73,14,56
32007000003,496,110,333,500,115,315,546,168,347,438,126,273,435,109,286,436,105,297,438,113,295
32007000012,909,141,668,913,154,686,981,215,735,698,131,475,694,121,507,698,104,537,697,117,542
32007000014,1036,178,790,1044,210,747,1281,296,941,888,182,621,891,172,661,894,147,684,894,171,681
32017000004,531,97,380,534,90,405,627,110,505,490,96,321,492,80,357,495,82,354,493,85,370
32003001676,510,209,263,519,199,287,579,251,317,445,205,220,446,188,224,447,203,221,447,208,213
32003007352,1030,311,660,1043,307,678,1233,371,840,963,317,592,958,294,626,965,310,603,964,313,617
32003002775,1372,463,839,1388,460,860,2459,864,1560,1710,573,1079,1708,512,1130,1719,561,1104,1715,569,1097
32007000035,105,5,96,106,5,90,109,11,97,96,7,70,93,5,77,98,5,78,97,7,83
32003005612,427,278,99,438,303,113,550,337,193,318,211,87,316,199,94,319,214,88,318,215,88
32003006517,1259,557,640,1284,612,586,1991,967,990,1211,590,577,1207,562,592,1214,609,575,1219,613,583
32003003707,1041,462,490,1054,470,521,1468,732,708,1006,506,453,1005,483,477,1012,505,471,1013,513,465
32003003588,731,328,350,746,336,369,1104,507,563,713,360,325,717,346,341,714,358,338,715,366,332
32003003564,268,57,197,271,59,198,322,87,226,244,62,174,242,63,172,246,69,170,246,67,172
32003007528,987,605,277,1014,663,281,1327,843,459,778,531,194,778,533,197,783,536,198,782,560,188
32003006527,1768,733,882,1796,801,861,2417,1183,1181,1628,754,802,1621,710,834,1636,782,804,1639,793,808
32003002916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003006497,1244,561,586,1271,606,606,1760,849,891,1067,535,485,1072,520,490,1077,568,478,1076,555,491
32003001614,724,383,278,741,387,316,885,459,414,600,325,248,598,319,251,601,336,245,604,331,250
32003003383,1009,351,614,1027,348,648,1039,395,636,936,332,569,927,302,585,943,336,583,944,347,580
32003003370,741,344,343,754,351,371,938,490,433,659,367,269,658,337,289,661,364,265,660,359,269
32003001332,463,256,154,475,262,188,607,323,273,389,226,144,393,210,159,394,223,146,395,228,150
32003006498,153,41,100,153,36,106,176,38,137,138,34,95,136,30,99,138,34,97,138,31,100
32003001333,891,419,402,904,433,426,1108,575,523,798,419,345,794,400,366,801,429,342,804,425,354
32003002473,421,53,338,422,54,332,528,74,445,398,66,296,396,60,317,398,50,307,398,62,324
32003006681,1028,408,577,1036,413,584,1172,474,685,902,372,492,908,338,538,915,389,502,916,373,523
32003001615,797,450,286,809,448,320,959,521,420,616,367,206,614,362,215,621,391,198,621,381,216
32023000022,667,193,379,676,175,453,870,231,611,579,161,353,578,141,378,577,147,356,579,155,374
32007000028,86,9,74,87,12,72,94,9,82,75,5,66,75,6,65,75,5,64,76,5,69
32003005635,1206,825,285,1226,862,282,1464,955,485,898,627,206,895,622,219,902,644,210,902,659,217
32003007651,1548,695,756,1566,729,762,1911,955,925,1363,658,663,1355,638,671,1367,693,640,1367,690,639
32003001632,553,334,164,575,341,197,659,388,258,426,245,156,427,242,164,432,251,159,431,253,159
32003002400,1379,917,337,1400,956,354,2143,1484,620,1241,895,273,1238,890,301,1244,898,283,1243,914,280
32003005615,444,220,179,446,228,199,493,283,202,344,178,145,344,166,150,345,175,134,346,179,144
32003001389,775,367,347,790,402,350,1042,529,495,651,338,283,650,320,291,652,337,289,653,347,287
32003002601,17,10,6,17,9,7,30,8,22,17,14,3,17,9,5,17,14,2,17,11,6
32003002746,676,397,207,689,404,244,771,453,294,519,293,184,524,288,191,526,295,191,526,315,171
32003007654,817,370,383,825,363,420,995,493,487,710,329,343,708,329,351,716,337,351,716,348,345
32003002672,1221,475,644,1241,462,692,1717,738,935,1128,498,559,1132,466,598,1134,484,596,1136,502,576
32003002463,1480,994,351,1498,1031,366,1793,1242,514,1128,812,269,1129,797,280,1134,802,260,1135,812,261
32003001722,672,257,388,678,266,379,736,324,401,644,257,364,645,243,363,650,260,373,651,266,366
32003002360,1147,748,269,1172,783,332,1634,1133,468,977,695,215,976,688,238,982,705,222,983,723,231
32003004304,928,659,183,941,690,205,1077,788,267,730,553,137,732,554,139,733,556,146,737,560,144
32017000001,531,50,447,534,49,445,632,49,576,483,61,357,484,46,394,488,45,370,487,51,416
32003005350,786,541,161,805,576,179,890,629,249,620,469,113,621,468,121,624,476,109,627,486,112
32003006711,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002501,26,5,17,28,4,20,35,9,25,31,9,21,31,9,20,31,8,20,31,8,22
32003003361,975,487,394,994,503,435,1251,671,553,820,442,333,822,432,348,823,442,342,827,463,346
32007000002,435,126,253,444,126,281,475,156,295,281,83,161,281,80,176,281,69,186,281,80,177
32007000016,363,29,277,364,38,308,381,31,342,261,35,196,262,31,218,262,22,219,262,28,216
32021000002,277,80,184,276,70,192,337,92,239,249,84,143,249,52,162,249,57,169,251,68,163
32007000007,426,66,325,432,71,307,459,104,341,331,60,231,332,56,255,331,51,264,330,52,258
32007000034,129,14,111,130,15,108,127,10,114,112,13,82,113,12,94,116,12,99,116,12,101
32003004527,985,776,97,1007,835,123,1220,961,227,805,678,76,803,678,75,816,683,79,810,699,74
32003001930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32003004541,865,613,158,883,646,193,977,702,248,668,479,127,669,478,152,670,490,130,673,513,126
32003004543,316,220,51,322,237,62,405,288,103,247,184,45,248,181,52,251,186,41,251,190,47
32003005332,369,249,86,375,258,89,419,289,121,276,190,64,276,188,64,277,193,66,277,200,64
32003005653,964,453,389,981,451,440,1210,578,592,735,363,302,736,360,315,739,360,305,736,371,309
32003005522,820,555,196,847,601,206,879,572,284,644,439,170,647,433,178,650,433,165,649,455,164
32003002611,1286,590,565,1304,612,593,1581,796,741,1045,537,431,1043,523,457,1050,551,444,1050,543,461
32003003607,1146,630,394,1179,656,421,1353,810,499,877,554,272,875,538,289,877,556,282,880,564,277
32003003613,639,350,220,643,358,231,1067,641,406,659,399,206,660,394,235,666,400,214,666,415,218
32003004501,1235,688,421,1263,717,470,1723,1039,651,1057,658,333,1056,634,359,1063,649,339,1063,673,335
32007000013,446,67,335,450,74,351,534,83,443,358,48,273,359,48,279,360,44,284,360,51,287
32007000031,38,9,28,37,9,27,37,12,24,33,10,23,33,10,23,34,10,24,34,10,23
32007000030,49,1,46,50,0,44,53,5,47,45,1,40,45,1,42,45,0,42,45,1,41
32023000004,84,27,47,85,20,57,74,17,56,60,19,35,61,15,38,61,11,38,61,17,36
32003002714,641,420,159,650,454,150,773,521,235,504,359,112,503,344,123,504,353,115,505,366,113
32001000015,590,94,455,589,87,452,622,106,495,500,94,354,503,62,399,503,61,413,503,68,410
32001000005,451,123,270,456,120,292,540,142,364,373,116,230,370,95,230,375,97,248,374,110,237
32001015-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32001015-03,16,3,13,17,3,13,17,3,14,15,3,11,14,2,11,14,2,12,14,2,12
32001015-06,5,1,4,5,1,4,5,1,4,4,1,3,4,1,3,5,1,4,5,1,4
32001015-01,4,1,3,4,1,3,5,1,4,4,1,3,4,0,4,4,0,4,4,0,4
32001015-08,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
32001000008,208,46,137,210,46,145,253,54,190,193,38,139,193,30,147,194,27,145,194,31,150
32001015-05,3,1,2,2,0,2,3,1,2,3,1,2,2,0,2,2,0,2,2,0,2
32001015-02,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32001015-04,2,0,2,2,0,2,2,0,2,1,0,1,2,0,2,2,0,2,2,0,2
32001015-10,2,0,2,2,0,2,2,0,2,1,0,1,1,0,1,2,0,2,2,0,2
32019000007,808,155,619,815,154,617,996,184,791,792,169,573,790,127,623,793,131,625,794,138,634
32019000025,583,176,367,587,159,395,773,211,541,572,171,354,569,143,389,573,154,379,572,151,388
32510000301,863,319,454,867,334,454,1009,436,542,745,316,371,749,271,418,747,292,411,749,299,413
32001000004,512,136,311,518,131,334,628,215,382,434,131,247,435,110,267,437,116,260,437,128,261
32001012-03,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
32001008-03,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
32001008-02,19,4,12,18,4,13,25,6,18,19,4,12,19,3,14,19,3,14,18,3,14
32001012-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32019000003,618,185,385,622,178,418,761,242,501,585,173,362,586,137,403,590,143,399,591,145,412
32019000004,254,44,190,257,45,191,445,90,346,327,69,234,326,47,255,331,50,253,331,57,249
32019000012,462,136,300,467,129,297,698,219,463,448,155,259,448,127,290,450,141,283,450,151,275
32510000111,1151,520,514,1159,517,528,1393,661,692,929,459,392,931,410,437,933,446,415,934,463,427
32019000029,207,52,137,215,56,143,450,116,321,283,71,190,283,65,201,284,64,199,284,66,203
32019000030,712,202,421,711,196,456,719,243,449,478,162,283,478,135,311,479,143,305,477,152,297
32019000021,909,201,626,914,193,687,1109,250,831,819,192,558,819,150,598,823,161,597,822,165,605
32031001006,315,189,114,322,188,102,363,248,106,285,193,84,285,171,105,288,190,89,288,187,90
32015000007,101,22,69,102,15,79,100,13,85,79,22,48,78,14,56,79,15,55,79,15,58
32003004584,853,595,176,871,621,198,983,687,263,711,496,164,714,489,172,712,486,168,715,511,165
32003002713,629,391,181,637,408,186,749,481,249,493,319,146,492,306,157,494,311,151,495,318,153
32003002390,1100,609,393,1115,648,410,1264,725,515,871,529,296,870,516,306,876,526,298,876,542,303
32003002735,707,458,177,721,495,184,874,593,253,557,365,136,559,360,161,563,370,144,564,367,145
32003005579,376,253,91,382,263,101,368,239,121,264,179,62,265,173,71,266,169,73,266,188,62
32003005577,568,357,166,579,370,184,625,379,238,416,271,127,417,268,133,420,265,130,423,279,137
32003005404,895,595,204,923,652,242,1020,672,331,652,446,160,657,439,172,661,450,168,665,454,175
32003004593,396,320,45,402,334,44,454,355,88,264,202,33,266,206,40,267,202,38,269,215,36
32003007079,829,566,176,864,615,193,1104,754,326,597,423,122,602,427,137,609,434,129,612,455,127
32003007504,95,50,34,98,58,35,129,72,49,76,43,29,76,45,27,78,48,26,78,50,26
32003001686,797,298,428,810,307,453,950,384,549,692,275,373,690,257,394,692,269,384,695,275,388
32003001704,742,339,345,758,366,346,997,525,459,621,319,259,621,314,263,626,310,268,624,327,268
32003005587,891,438,395,901,437,409,1113,584,511,742,409,305,739,379,330,745,415,312,743,409,313
32003007524,659,383,197,668,394,231,868,525,324,540,320,172,542,315,183,541,324,165,543,329,174
32003004387,975,770,118,1010,838,120,1113,837,254,697,552,94,705,551,98,714,561,108,717,581,100
32019000026,427,103,268,434,97,300,577,136,410,366,90,241,366,82,249,367,81,250,367,82,254
32019000002,606,101,455,605,105,477,707,158,530,548,123,381,551,93,414,553,92,415,554,101,410
32031008233,718,295,400,724,299,356,778,365,390,660,298,332,664,256,372,666,290,359,668,298,362
32031006202,1064,600,369,1080,618,359,1361,848,469,866,534,278,866,508,284,867,537,284,866,550,274
32031002062,8,2,6,9,2,6,147,76,70,8,3,5,8,3,5,8,3,5,8,3,5
32031006111,611,312,238,615,330,246,715,409,287,439,264,145,436,238,154,439,242,161,437,256,160
32003007642,679,288,369,688,285,379,726,345,377,644,284,337,639,256,358,646,278,353,647,287,345
32003006604,1105,662,337,1129,677,381,1306,810,465,890,559,276,889,537,302,892,551,285,894,570,278
32003006633,975,462,451,998,480,468,1115,569,522,808,395,371,806,374,390,817,389,393,816,400,387
32003006712,380,121,234,386,119,243,481,163,309,363,131,219,362,127,225,365,132,223,365,128,224
32003002751,510,327,123,516,358,133,604,434,159,353,241,88,355,238,93,354,247,86,356,246,91
